          -3 ,          -3 ,          20
          -3 ,          -2 ,          19
          -3 ,          -2 ,          19
          -3 ,          -2 ,          18
          -3 ,          -2 ,          18
          -3 ,          -2 ,          18
          -3 ,          -2 ,          17
          -3 ,          -2 ,          17
          -3 ,          -2 ,          17
          -3 ,          -2 ,          17
          -3 ,          -2 ,          16
          -3 ,          -2 ,          16
          -3 ,          -2 ,          16
          -3 ,          -2 ,          15
          -3 ,          -2 ,          15
          -3 ,          -2 ,          15
          -3 ,          -2 ,          15
          -3 ,          -1 ,          14
          -3 ,          -1 ,          14
          -3 ,          -1 ,          14
          -3 ,          -1 ,          14
          -3 ,          -1 ,          14
          -3 ,          -1 ,          13
          -3 ,          -1 ,          13
          -3 ,          -1 ,          13
          -3 ,          -1 ,          13
          -3 ,          -1 ,          13
          -3 ,          -1 ,          12
          -3 ,          -1 ,          12
          -3 ,          -1 ,          12
          -3 ,          -1 ,          12
          -3 ,          -1 ,          12
          -3 ,          -1 ,          12
          -3 ,          -1 ,          12
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           0 ,          11
          -3 ,           1 ,          12
          -3 ,           1 ,          12
          -3 ,           1 ,          12
          -3 ,           1 ,          12
          -3 ,           1 ,          12
          -3 ,           1 ,          12
          -3 ,           1 ,          12
          -3 ,           1 ,          13
          -3 ,           1 ,          13
          -3 ,           1 ,          13
          -3 ,           1 ,          13
          -3 ,           1 ,          13
          -3 ,           1 ,          14
          -3 ,           1 ,          14
          -3 ,           1 ,          14
          -3 ,           1 ,          14
          -3 ,           1 ,          14
          -3 ,           2 ,          15
          -3 ,           2 ,          15
          -3 ,           2 ,          15
          -3 ,           2 ,          15
          -3 ,           2 ,          16
          -3 ,           2 ,          16
          -3 ,           2 ,          16
          -3 ,           2 ,          17
          -3 ,           2 ,          17
          -3 ,           2 ,          17
          -3 ,           2 ,          17
          -3 ,           2 ,          18
          -3 ,           2 ,          18
          -3 ,           2 ,          18
          -3 ,           2 ,          19
          -3 ,           2 ,          19
          -3 ,           3 ,          20
          -2 ,          -3 ,          19
          -2 ,          -2 ,          19
          -2 ,          -2 ,          18
          -2 ,          -2 ,          18
          -2 ,          -2 ,          18
          -2 ,          -2 ,          17
          -2 ,          -2 ,          17
          -2 ,          -2 ,          17
          -2 ,          -2 ,          16
          -2 ,          -2 ,          16
          -2 ,          -2 ,          16
          -2 ,          -2 ,          16
          -2 ,          -2 ,          15
          -2 ,          -2 ,          15
          -2 ,          -2 ,          15
          -2 ,          -2 ,          15
          -2 ,          -2 ,          14
          -2 ,          -1 ,          14
          -2 ,          -1 ,          14
          -2 ,          -1 ,          14
          -2 ,          -1 ,          13
          -2 ,          -1 ,          13
          -2 ,          -1 ,          13
          -2 ,          -1 ,          13
          -2 ,          -1 ,          13
          -2 ,          -1 ,          12
          -2 ,          -1 ,          12
          -2 ,          -1 ,          12
          -2 ,          -1 ,          12
          -2 ,          -1 ,          12
          -2 ,          -1 ,          12
