101
0	0.01
0.01	0.016401357
0.02	0.017825225
0.03	0.023055277
0.04	0.037357747
0.05	0.057630877
0.06	0.075248128
0.07	0.083981199
0.08	0.085718561
0.09	0.088721966
0.1	0.100023995
0.11	0.118956331
0.12	0.13775893
0.13	0.14871005
0.14	0.151221869
0.15	0.152378071
0.16	0.160419141
0.17	0.177165015
0.18	0.196341643
0.19	0.209350047
0.2	0.213173795
0.21	0.213154801
0.22	0.218085356
0.23	0.232128722
0.24	0.250996422
0.25	0.26589675
0.26	0.271624207
0.27	0.271352411
0.28	0.273723823
0.29	0.284911918
0.3	0.302953715
0.31	0.31956323
0.32	0.327758492
0.33	0.328289776
0.34	0.328958886
0.35	0.337455246
0.36	0.354295159
0.37	0.372355779
0.38	0.383432158
0.39	0.385788768
0.4	0.385762594
0.41	0.391943836
0.42	0.407284389
0.43	0.426389474
0.44	0.440482412
0.45	0.445477919
0.46	0.445741311
0.47	0.450077413
0.48	0.463636911
0.49	0.483181399
0.5	0.500060418
0.51	0.508163395
0.52	0.509535546
0.53	0.512494498
0.54	0.523979257
0.55	0.543165864
0.56	0.562219535
0.57	0.573491813
0.58	0.57654578
0.59	0.578550431
0.6	0.587681715
0.61	0.605597359
0.62	0.625904178
0.63	0.640027105
0.64	0.645084064
0.65	0.646526661
0.66	0.653118939
0.67	0.668870801
0.68	0.689342564
0.69	0.705718301
0.7	0.712903058
0.71	0.714199463
0.72	0.718264173
0.73	0.731142439
0.74	0.750704254
0.75	0.768597512
0.76	0.77792251
0.77	0.779571932
0.78	0.781407403
0.79	0.791029704
0.8	0.80878971
0.81	0.827465758
0.82	0.838904083
0.83	0.84151712
0.84	0.841745754
0.85	0.848141105
0.86	0.863506987
0.87	0.882327196
0.88	0.895842905
0.89	0.900111979
0.9	0.899640449
0.91	0.903247309
0.92	0.915964455
0.93	0.934418831
0.94	0.949942348
0.95	0.956550224
0.96	0.956452428
0.97	0.958030918
0.98	0.968142326
0.99	0.98582285
1	1.003182978
